Codigo,Descricao,Categoria,Quantidade,Local,Sublocal,Tecido,Cristais,Eletricista
021-0023,CABINE TELEFÔNICA EM MADEIRA (GRANDE),DIVERSOS,3,Galpao,Setor 4,0,0,0
021-0024,CABINE TELEFÔNICA LONDON CITY (PEQUENA),DIVERSOS,5,Galpao,Setor 3,0,0,0
021-0025,CABINE TELEFÔNICA LONDON CITY (GRANDE),DIVERSOS,8,Galpao,Setor 2,1,0,0
021-0026,CAIXA LIVRO ELVIS PRESLEY (MÉDIA),DIVERSOS,2,Loja,Area do Galpao,0,0,0
021-0027,CAIXA LIVRO TWO WINDOWS (GRANDE),DIVERSOS,1,Galpao,Setor 2,0,0,0
021-0028,CAIXA LIVRO AUDREY (MÉDIA),DIVERSOS,1,Galpao,Setor 3,0,0,0
021-0029,CAIXA LIVRO SUN VALLEY (MÉDIA),DIVERSOS,1,Maison Blue,Maison Blue,0,0,0
021-0030,CAIXA LIVRO TWO WINDOWS (MÉDIA),DIVERSOS,1,Loja,Area da Entrada,0,0,0
021-0031,CAIXA LIVRO MARILYN MONROE (MÉDIA),DIVERSOS,1,Loja,Setor Comercial,0,0,0
021-0032,CAIXA LIVRO TWO WINDOWS (PEQUENA),DIVERSOS,1,Loja,Area do Galpao,0,0,0
021-0033,CAIXA LIVRO JAMES DEAN (MÉDIA),DIVERSOS,2,Galpao,Setor 2,0,0,0
021-0034,CAMÊLO ORNAMENTAL,DIVERSOS,4,Loja,Area do Galpao,1,0,0
021-0035,CAVALETE DE FERRO PARA EXPOR FOTOS,DIVERSOS,12,Loja,Area do Galpao,0,0,0
021-0036,CHAPÉU JAPONÊS COM RABO DE CAVALO,DIVERSOS,7,Armazem 500,Armazem 500,0,0,0
021-0037,CHAPÉU MEXICANO DIVERSOS (GRANDE),DIVERSOS,28,Loja,Area do Galpao,0,0,0
021-0038,CHAPÉU MEXICANO DIVERSOS (MÉDIO),DIVERSOS,19,Galpao,Setor 2,0,0,0
021-0039,CHAPÉU MEXICANO DIVERSOS (PEQUENO),DIVERSOS,17,Armazem 500,Armazem 500,0,0,0
021-0040,CHAPÉU PIRATA DIVERSOS MODELOS,DIVERSOS,5,Galpao,Setor 3,0,0,0
021-0041,COQUEIRO DE PLÁSTICO (GRANDE),DIVERSOS,1,Loja,Area do Galpao,0,0,0
021-0042,ELEFANTE COM INDIANO EM CIMA,DIVERSOS,3,Armazem 500,Armazem 500,0,0,0
021-0043,ELEFANTE COM PLATAFORMA EM CIMA,DIVERSOS,3,Loja,Setor Comercial,0,0,0
021-0044,"ELEFANTE INDIANO DOURADO (0,18 CM)",DIVERSOS,4,Loja,Area do Galpao,1,0,0
021-0045,"ELEFANTE INDIANO DOURADO (0,24 CM)",DIVERSOS,6,Loja,Area da Entrada,0,0,0
021-0046,"ELEFANTE INDIANO DOURADO (0,28 CM)",DIVERSOS,6,Galpao,Setor 1,0,0,0
021-0047,"ELEFANTE INDIANO DOURADO (0,34 CM)",DIVERSOS,3,Galpao,Setor 1,0,0,0
021-0048,ELEFANTE PORTA VELA,DIVERSOS,1,Galpao,Setor 2,0,0,0
021-0049,ESCULTURA DAMA DA JUSTICA,DIVERSOS,1,Loja,Area da Entrada,0,0,0
021-0050,ESCULTURA DE FERRO GUITARRA,DIVERSOS,1,Galpao,Setor 3,0,0,0
021-0051,ESCULTURA DE FERRO RAINHA DA SUCATA,DIVERSOS,1,Loja,Area do Galpao,0,0,0
021-0052,ESCULTURA DE FERRO SAXOFONE,DIVERSOS,1,Loja,Area do Galpao,0,0,1
021-0053,ESCULTURA DE FERRO VIOLINO,DIVERSOS,1,Galpao,Setor 2,0,0,0
021-0054,ESTEIRA PARA MESA DESENHO JAPONÊS,DIVERSOS,5,Loja,Setor Comercial,0,0,0
021-0055,FLÔR EM RENDA COR DE ROSA,DIVERSOS,4,Loja,Area da Entrada,0,0,0
021-0056,FONTE DE ÁGUA MODELO BARRIL (GRANDE),DIVERSOS,1,Loja,Area da Entrada,0,0,1
021-0057,FONTE DE ÁGUA MODELO BARRIL (PEQUENA),DIVERSOS,1,Galpao,Setor 2,0,0,0
021-0058,FONTE RESINA CASAL DE CRIANÇAS E GUARDA CHUVA,DIVERSOS,1,Loja,Area do Galpao,0,0,0
021-0059,FONTE RESINA MENINOS,DIVERSOS,1,Loja,Area do Galpao,0,0,0
021-0060,GAZEBO PROVENSAL 2 BANCOS,DIVERSOS,2,Loja,Area do Galpao,0,0,0
021-0061,GLOBO ESPELHADO (GIGANTE),DIVERSOS,6,Galpao,Setor 2,0,0,0
021-0062,GLOBO ESPELHADO (GRANDE),DIVERSOS,6,Galpao,Setor 2,0,0,0
021-0063,GLOBO ESPELHADO (MÉDIO),DIVERSOS,6,Loja,Area do Galpao,0,0,0
021-0064,GLOBO ESPELHADO (PEQUENO),DIVERSOS,6,Armazem 500,Armazem 500,0,0,1
021-0065,JOGO DE CHÁ EM PORCELANA,DIVERSOS,1,Loja,Area da Entrada,0,0,0
021-0066,JOGO DE POKER EMBALAGEM LATA (16 INCOMPLETOS),DIVERSOS,40,Galpao,Setor 2,0,0,0
021-0067,LEQUE JAPONÊS TIPO RAQUETE,DIVERSOS,1,Loja,Area da Entrada,1,0,0
021-0068,LEQUE JAPONÊS (GRANDE),DIVERSOS,1,Galpao,Setor 3,0,0,0
021-0069,MALETA MERYLIN MONROE CONJUNTO COM 2 (MÉDIA),DIVERSOS,1,Loja,Area da Entrada,0,0,0
021-0070,MALETA MERYLIN MONROE (GRANDE),DIVERSOS,1,Loja,Setor Comercial,0,0,0
021-0071,MANTA CINZA TIPO ONÇA (110 x 220 CM),DIVERSOS,3,Loja,Area da Entrada,0,0,0
021-0072,MÁQUINA DE METAL REPRODUTORA DE FILME ANTIGO,DIVERSOS,1,Loja,Area do Galpao,0,0,0
021-0073,MÁQUINA DE COSTURA DE METAL (PEQUENA),DIVERSOS,1,Galpao,Setor 3,0,0,0
021-0074,MÁQUINA REGISTRADORA DE METAL,DIVERSOS,4,Loja,Setor Comercial,0,0,0
021-0075,MINI GLOBO ESPELHADO (GRANDE),DIVERSOS,1,Galpao,Setor 3,0,0,0
021-0076,MINI GLOBO ESPELHADO (MÉDIO),DIVERSOS,7,Loja,Area da Entrada,0,0,0
021-0077,MINI GLOBO ESPELHADO (PEQUENO),DIVERSOS,2,Armazem 500,Armazem 500,0,0,0
021-0078,MOLDURA COM BORDA DOURADA,DIVERSOS,2,Galpao,Setor 3,0,0,0
021-0079,"MOLDURA BORDA DUPLA BRANCA (1,10 METROS)",DIVERSOS,1,Loja,Area da Entrada,0,0,0
021-0080,"MOLDURA BORDA DUPLA DOURADA (1,60 METROS)",DIVERSOS,1,Galpao,Setor 3,0,0,0
021-0081,MOLDURA BORDA DUPLA DOURADA,DIVERSOS,1,Loja,Area do Galpao,0,0,1
021-0082,"MOLDURA BORDA TRABALHADA DOURADA (1,20 METROS)",DIVERSOS,1,Maison Blue,Maison Blue,0,0,0
021-0083,"MOLDURA DOURADA (0,65 CM)",DIVERSOS,2,Galpao,Setor 2,0,0,0
021-0084,"MOLDURA DOURADA (0,25 CM)",DIVERSOS,2,Maison Blue,Maison Blue,0,0,0
021-0085,"MOLDURA DOURADA E BRANCA (0,40 CM)",DIVERSOS,3,Loja,Area do Galpao,0,0,0
021-0086,MOLDURA FLÔR E FOLHA DE FERRO,DIVERSOS,1,Galpao,Setor 2,0,0,0
021-0087,OMBRELONE AZUL,DIVERSOS,2,Loja,Area da Entrada,0,0,0
021-0088,OMBRELONE BEGE,DIVERSOS,2,Galpao,Setor 1,0,0,0
021-0089,ÔNIBUS LONDON CITY (GRANDE),DIVERSOS,4,Loja,Area da Entrada,0,0,0
021-0090,ÔNIBUS LONDON CITY (MÉDIO),DIVERSOS,4,Loja,Area da Entrada,0,0,0
021-0091,ÔNIBUS LONDON CITY (PEQUENO),DIVERSOS,16,Galpao,Setor 2,1,0,0
021-0092,ÔNIBUS LONDON CITY (SEM TETO),DIVERSOS,2,Loja,Area do Galpao,0,0,0
021-0093,PÁSSARO ORNAMENTAL SELVAGEM BRANCO (MÉDIO),DIVERSOS,1,Loja,Setor Comercial,0,0,0
021-0094,PÉ DE FERRO PARA ABAJUR DOURADO TEMÁTICO,DIVERSOS,8,Loja,Sala Alberto Serruya,0,0,0
021-0095,PERNA DE BONECA (CABARET),DIVERSOS,39,Armazem 500,Armazem 500,0,0,0
021-0096,REGADOR DECORATIVO DE METAL BICO BULE,DIVERSOS,2,Loja,Area da Entrada,0,0,0
021-0097,PONTE PARA SUCHI,DIVERSOS,1,Loja,Setor Comercial,0,0,0
021-0098,PORTA FOTO CUBO GIRATORIO,DIVERSOS,2,Galpao,Setor 3,0,0,0
021-0099,PORTA JÓIA EM STRAUS,DIVERSOS,1,Galpao,Setor 3,0,0,0
021-0100,PORTAL DE MADEIRA BRANCO,DIVERSOS,2,Loja,Area da Entrada,0,0,0
021-0101,PORTES DE STRAUS,DIVERSOS,1,Armazem 500,Armazem 500,0,0,0
021-0102,"POSTE COM 5 LUMINÁRIAS (2,50 METROS)",DIVERSOS,2,Loja,Sala Alberto Serruya,0,0,0
021-0103,PRATO DE PORCELANA INGLESA MARRON REDONDO,DIVERSOS,1,Loja,Area do Galpao,0,0,0
021-0104,PRATO PARA SUCHI QUADRADO,DIVERSOS,1,Loja,Area do Galpao,0,0,0
021-0105,PRATO PARA SUSHI JOGO COM 2 BRANCO,DIVERSOS,4,Loja,Area do Galpao,0,0,0
021-0106,PRATO PARA SUSHI JOGO COM 2 VERMELHO,DIVERSOS,2,Galpao,Setor 3,0,0,0
021-0107,PRATO PARA SUSHI PORCELANA BRANCO,DIVERSOS,2,Loja,Area da Entrada,1,0,0
021-0108,PRATO REDONDO PARA SUSHI 4 DIVISORIAS,DIVERSOS,1,Loja,Area do Galpao,0,0,0
021-0109,PRATO RETANGULAR VERMELHO DE VIDRO,DIVERSOS,25,Galpao,Setor 1,0,0,0
021-0110,PRENDEDOR DE CORTINA,DIVERSOS,6,Galpao,Setor 2,0,0,0
021-0111,REGADOR DECORATIVO DE METAL CABO DE MADEIRA (GRANDE),DIVERSOS,3,Loja,Area do Galpao,0,0,0
021-0112,REGADOR DECORATIVO DE METAL CHUVEIRO (GRANDE),DIVERSOS,2,Galpao,Setor 3,0,0,0
021-0113,REGADOR DECORATIVO DE METAL CHUVEIRO (PEQUENO),DIVERSOS,1,Galpao,Setor 2,0,0,0
021-0114,REGADOR DECORATIVO DE METAL S623,DIVERSOS,4,Loja,Setor Comercial,0,0,0
021-0115,REGADOR DECORATIVO DE METAL S632,DIVERSOS,4,Galpao,Setor 1,0,0,0
021-0116,REGADOR DECORATIVO DE METAL S731,DIVERSOS,6,Loja,Area do Galpao,0,0,0
021-0117,REGADOR DECORATIVO DE METAL S740,DIVERSOS,8,Loja,Area do Galpao,0,0,0
021-0118,REGADOR DECORATIVO JARDIM DE FERRO (PEQUENO),DIVERSOS,12,Galpao,Setor 2,0,0,0
021-0119,ROSTO MOSAICO LUMINARIA,DIVERSOS,1,Loja,Area do Galpao,0,0,0
021-0120,SALADEIRA EM CERAMICA ESPELHADA INDIANA,DIVERSOS,1,Galpao,Setor 1,0,0,0
021-0121,SALADEIRA DE PORCELANA BRANCA ESTILO FOLHA,DIVERSOS,1,Galpao,Setor 2,0,0,0
021-0122,SALADEIRA DE VIDRO LILAS GIGANTE,DIVERSOS,2,Galpao,Setor 1,0,0,0
021-0123,SINO DE FERRO JAPONES (MÉDIO),DIVERSOS,1,Maison Blue,Maison Blue,0,0,1
021-0124,SINO DE FERRO JAPONES (PEQUENO),DIVERSOS,1,Loja,Area do Galpao,0,0,0
021-0125,SOMBRINHA COLORIDA,DIVERSOS,5,Loja,Area do Galpao,0,0,0
021-0126,SOMBRINHAS JAPONEZAS DIVERSAS CORES,DIVERSOS,2,Loja,Area do Galpao,0,0,0
021-0127,SUPORTE LATERAL PARA CORTINA,DIVERSOS,2,Loja,Area do Galpao,0,0,0
021-0128,TABULETA AROUND,DIVERSOS,1,Loja,Area do Galpao,0,0,0
021-0129,TABULETA BLACK & WHITE,DIVERSOS,1,Loja,Area do Galpao,0,0,0
021-0130,TABULETA BOHEMIA,DIVERSOS,1,Galpao,Setor 2,0,0,0
021-0131,TABULETA POKER HANG ‘EM REDONDA,DIVERSOS,1,Galpao,Setor 3,0,0,0
021-0132,TABULETA POKKER,DIVERSOS,1,Loja,Area do Galpao,0,1,0
021-0133,TABULETA POPE & SON,DIVERSOS,1,Maison Blue,Maison Blue,0,0,0
021-0134,TABULETA SALOON,DIVERSOS,1,Armazem 500,Armazem 500,1,0,0
021-0135,TABULETA SNOOKER BILHAR,DIVERSOS,1,Galpao,Setor 3,0,0,0
021-0136,CINZEIRO EM PORCELANA,DIVERSOS,1,Galpao,Setor 2,0,0,0
021-0137,CAIXA REDONDA ESTILO TAMBOR EM PAPELÃO,DIVERSOS,6,Loja,Area do Galpao,0,0,0
021-0138,LETREIRO EM NEON (COFFEE),DIVERSOS,3,Galpao,Setor 2,0,0,0
021-0139,MINI PIPOQUEIRA VERMELHA,DIVERSOS,1,Loja,Area do Galpao,0,0,0
021-0140,CONJUNTO COM 03 POTES RÚSTICO,DIVERSOS,1,Loja,Area da Entrada,0,0,0
021-0141,GAVETEIRO COM 03 GAVETAS COR AZUL E CINZA E BEGE E CINZA,DIVERSOS,2,Galpao,Setor 1,0,0,0
021-0142,"CONJUNTO COM 03 MALAS EM COURO (P, M, G)",DIVERSOS,1,Loja,Sala Alberto Serruya,1,0,0
021-0143,JOGO DE CHÁ ESTILO IMPERIAL COM 15 PEÇAS,DIVERSOS,1,Galpao,Setor 1,0,0,0
021-0144,PORTA JÓIA ESPELHADO VENEZIANO 03 GAVETAS,DIVERSOS,2,Galpao,Setor 2,0,0,0
021-0145,PORTA JÓIA ESPELHADO VENEZIANO 04 GAVETAS,DIVERSOS,1,Loja,Area da Entrada,0,0,0
021-0146,PORTA RETRATO DE CRISTAIS,DIVERSOS,8,Loja,Area do Galpao,0,0,0
021-0147,MINI CADEIRINHAS PARA ENFEITE,DIVERSOS,2,Loja,Area do Galpao,0,0,0
021-0148,PETISQUEIRAS DE PORCELANA BRANCAS,DIVERSOS,2,Galpao,Setor 2,0,0,0
021-0149,SALADEIRA EM VIDRO VERMELHA,DIVERSOS,2,Loja,Area do Galpao,0,0,0
021-0150,MINI CADEIRINHA DE BALANÇO EM MDF BRANCA,DIVERSOS,1,Loja,Area do Galpao,0,0,0
021-0151,BULE DECORATIVO EM FERRO VAZADO COR BRANCA,DIVERSOS,4,Loja,Area do Galpao,0,0,0
021-0152,XÍCARA COM PIRES EM PORCELANA,DIVERSOS,8,Galpao,Setor 2,0,0,0
021-0153,BAÚ ESTILO CONTAINER,DIVERSOS,1,Armazem 500,Armazem 500,0,0,0
021-0154,BONECA MULHER NEGRA COM CESTO,DIVERSOS,1,Galpao,Setor 2,0,0,0
021-0155,BONECO 3° IDADE PORTA PAPEL TOALHA,DIVERSOS,1,Loja,Area da Entrada,0,0,0
021-0156,BONECO BIBELO FORMATURAS (GRANDE),DIVERSOS,7,Loja,Area da Entrada,0,0,0
021-0157,BONECO CACHORRO PORTA PAPEL COM SMOLK,DIVERSOS,1,Loja,Area do Galpao,1,0,0
021-0158,BONECO CHEFF COM QUADRO 1.50 METROS,DIVERSOS,1,Galpao,Setor 3,0,0,0
021-0159,BONECO CHEFF COM QUADRO,DIVERSOS,1,Galpao,Setor 1,0,0,0
021-0160,BONECO COZINHEIRO COM BANDEJA,DIVERSOS,1,Armazem 500,Armazem 500,0,0,0
021-0161,BOTA COFRE CANO LONGO,DIVERSOS,2,Armazem 500,Armazem 500,0,0,0
021-0162,CARROS DECORATIVOS DIVERSOS,DIVERSOS,16,Galpao,Setor 3,0,0,0
021-0163,ESCUMADEIRA EXTRA G,DIVERSOS,1,Maison Blue,Maison Blue,0,0,0
021-0164,CASINHA DECORATIVA BOOK CAFE,DIVERSOS,2,Galpao,Setor 4,0,0,0
021-0165,JOGO DE MINI- PETISQUEIRA,DIVERSOS,18,Loja,Area da Entrada,0,0,0
021-0166,JOGO DE VODKA COM 7 TACAS,DIVERSOS,4,Galpao,Setor 2,0,0,0
021-0167,KIT MALETA PRETA EM COURO COM 04 PEÇAS,DIVERSOS,1,Armazem 500,Armazem 500,0,0,0
021-0168,MINI CADEIRA DE LUXO ESTOFADO AZUL,DIVERSOS,2,Loja,Area da Entrada,0,0,0
021-0169,MINI PIPOQUEIRA DECORATIVA,DIVERSOS,1,Loja,Area do Galpao,0,0,0
021-0170,MINI RALADOR DECORATIVO,DIVERSOS,4,Galpao,Setor 3,0,0,0
021-0171,MINI CANDIEIRO DECORATIVO,DIVERSOS,10,Galpao,Setor 2,0,0,0
021-0172,CONCHA EXTRA (GRANDE),DIVERSOS,1,Loja,Area do Galpao,0,0,0
021-0173,CONSERVADEIRA DA COCA COLA,DIVERSOS,1,Loja,Area da Entrada,0,0,0
021-0174,PORTA JOIAS DE MADEIRA,DIVERSOS,2,Loja,Area do Galpao,0,0,0
022-0001,ESPELHO ARTE QUADRADO COM PONTA,ESPELHOS,4,Loja,Area da Entrada,0,0,0
022-0002,ESPELHO ARTE QUADRADO LISO COM PONTAS,ESPELHOS,4,Maison Blue,Maison Blue,0,0,0
022-0003,ESPELHO ARTE REDONDO VAZADO (GRANDE),ESPELHOS,1,Loja,Area da Entrada,0,0,0
022-0004,ESPELHO ARTE REDONDO LISO,ESPELHOS,1,Maison Blue,Maison Blue,0,0,0
022-0005,ESPELHO ARTE REDONDO VAZADO,ESPELHOS,1,Loja,Area da Entrada,0,0,0
022-0006,ESPELHO BISOUTADO 2 LINHAS,ESPELHOS,2,Loja,Area do Galpao,0,0,0
022-0007,ESPELHO BISOUTADO 3 LINHAS,ESPELHOS,1,Loja,Area da Entrada,0,0,0
022-0008,"ESPELHO BISOUTADO 4 LINHAS 70 x 1,00",ESPELHOS,2,Loja,Setor Comercial,0,1,1
022-0009,ESPELHO BISOUTADO RETANGULAR 120 x 40,ESPELHOS,4,Loja,Area do Galpao,1,0,0
022-0010,ESPELHO DOURADO VERTICAL TODO TRABALHO,ESPELHOS,1,Galpao,Setor 3,0,0,0
022-0011,ESPELHO DOURADO BETHÂNIA,ESPELHOS,4,Armazem 500,Armazem 500,0,0,0
022-0012,ESPELHO DOURADO EUROPEU (GRANDE),ESPELHOS,1,Loja,Area da Entrada,0,0,0
022-0013,ESPELHO DOURADO EUROPEU (PEQUENO),ESPELHOS,1,Loja,Area do Galpao,0,0,0
022-0014,ESPELHO DOURADO A BELA E A FERA (GRANDE),ESPELHOS,1,Loja,Area do Galpao,0,0,0
022-0015,ESPELHO DOURADO MOLDURA TRABALHADA BISOUTADO 2 MENINOS,ESPELHOS,1,Galpao,Setor 3,0,0,0
022-0016,ESPELHO DOURADO MOLDURA TRABALHADA PARTE DE CIMA,ESPELHOS,1,Loja,Area do Galpao,0,0,0
022-0017,ESPELHO DOURADO MOLDURA TRABALHADA,ESPELHOS,1,Loja,Area do Galpao,0,0,0
022-0018,ESPELHO DOURADO MOLDURA TRELISADA 50 x 65,ESPELHOS,1,Galpao,Setor 1,0,0,0
022-0019,ESPELHO DOURADO OVAL MOLDURA EUROPEIA (GRANDE),ESPELHOS,2,Galpao,Setor 1,0,0,0
022-0020,ESPELHO DOURADO OVAL MOLDURA EUROPEIA (MÉDIO),ESPELHOS,2,Galpao,Setor 2,0,0,0
022-0021,ESPELHO DOURADO RETANGULAR BORDA EUROPEIA,ESPELHOS,1,Armazem 500,Armazem 500,0,0,0
022-0022,ESPELHO DOURADO RETANGULAR MOLDURA VAZADA,ESPELHOS,1,Galpao,Setor 1,1,0,0
022-0023,ESPELHO MARINA OVAL DOURADO,ESPELHOS,2,Armazem 500,Armazem 500,0,0,0
022-0024,ESPELHO MARINA QUADRADO DOURADO,ESPELHOS,4,Galpao,Setor 2,0,0,0
022-0025,ESPELHO MARINA QUADRADO (MÉDIO),ESPELHOS,4,Galpao,Setor 2,0,0,0
022-0026,ESPELHO MARROM MOLDURA TRELISADA 50 x 65,ESPELHOS,1,Galpao,Setor 2,0,0,0
022-0027,ESPELHO EM MDF BRANCO TRABALHADO,ESPELHOS,1,Loja,Area do Galpao,0,0,0
022-0028,ESPELHO MOSAICO PRATA (MÉDIO),ESPELHOS,1,Galpao,Setor 2,0,0,0
022-0029,ESPELHO MOSAICO PRETO (GRANDE),ESPELHOS,1,Armazem 500,Armazem 500,0,0,0
022-0030,ESPELHO MOSAICO VERDE (GRANDE),ESPELHOS,2,Loja,Area do Galpao,0,0,0
022-0031,ESPELHO MOSAICO VERDE (MÉDIO),ESPELHOS,1,Loja,Area do Galpao,0,0,0
022-0032,ESPELHO DOURADO REDONDO (PEQUENO),ESPELHOS,5,Loja,Area do Galpao,0,0,0
022-0033,ESPELHO PRATA REDONDO (PEQUENO),ESPELHOS,2,Galpao,Setor 1,0,0,0
022-0034,ESPELHO PRATA  VERTICAL TODO TRABALHO,ESPELHOS,2,Galpao,Setor 2,1,0,0
022-0035,ESPELHO PRATA TRABALHADO EM CIMA (GRANDE),ESPELHOS,1,Loja,Area da Entrada,0,0,0
022-0036,ESPELHO PRATA MOLDURA  EUROPÉIA  DO APARADOR,ESPELHOS,1,Loja,Area da Entrada,0,0,0
022-0037,"ESPELHO PRATA MOLDURA BISOUTADO 1,00 x 1,50",ESPELHOS,1,Loja,Area da Entrada,0,0,0
022-0038,ESPELHO PRATA MOLDURA EUROPEU 2 ANJOS,ESPELHOS,1,Loja,Area do Galpao,0,0,0
022-0039,ESPELHO PRATA MOLDURA EUROPEU (GRANDE),ESPELHOS,1,Galpao,Setor 3,0,0,0
022-0040,ESPELHO PRATA OVAL BORDA TRABALHADA,ESPELHOS,2,Galpao,Setor 1,0,0,0
022-0041,ESPELHO SOL E LUA 50 x 50,ESPELHOS,1,Loja,Area do Galpao,0,0,0
022-0042,ESPELHO STL 23x38  MOLDURA PARIS 60 x 90,ESPELHOS,2,Galpao,Setor 2,0,0,0
022-0043,ESPELHO STL 30x30 MOLD PARIS 50 x 50,ESPELHOS,1,Galpao,Setor 3,0,0,0
022-0044,"ESPELHO STL 30 x 63 BIG BEN MOLDURA 50 x 1,20",ESPELHOS,1,Galpao,Setor 2,0,0,0
022-0045,ESPELHO STL 30 x 35 QUADRADO MARILYN MONROE MOLDURA 60 x 60,ESPELHOS,1,Loja,Area do Galpao,0,0,0
022-0046,ESPELHO STL 35 x 35 QUADRADO NEW YORK MOLDURA 70 x 60,ESPELHOS,1,Loja,Area do Galpao,0,0,0
022-0047,ESPELHO STL 35 x 65 PARIS MOLDURA 60 x 90,ESPELHOS,2,Loja,Area do Galpao,0,0,0
022-0048,ESPELHO STL 50 CM REDONDO ELVIS PRESLEY MOLDURA 80 CM,ESPELHOS,1,Armazem 500,Armazem 500,0,0,0
022-0049,"ESPELHO STL BIG BEN 30 x 1,00 MOLDURA 50 x 1,20",ESPELHOS,1,Galpao,Setor 4,0,0,0
022-0050,"ESPELHO STL ESTÁTUA DA  LIBERDADE OVAL 30 x 85 MOLDURA 50 x 1,20",ESPELHOS,1,Loja,Area do Galpao,0,0,0
022-0051,ESPELHO VENEZIANO MOLDURA PRETA  (PEQUENO),ESPELHOS,4,Loja,Setor Comercial,0,0,0
022-0052,ESPELHO VENEZIANO OVAL 120 x 72 M686,ESPELHOS,1,Armazem 500,Armazem 500,0,0,0
022-0053,ESPELHO VENEZIANO OVAL 60 x 40 (PEQUENO),ESPELHOS,1,Galpao,Setor 3,0,0,0
022-0054,ESPELHO VENEZIANO OVAL BISOUTADADO TRABALHADO 2 METROS,ESPELHOS,1,Loja,Area do Galpao,0,0,0
022-0055,ESPELHO VENEZIANO OVAL TRABALHADO EM CIMA 1 METRO DIAMETRO,ESPELHOS,1,Loja,Area do Galpao,0,0,1
022-0056,ESPELHO VENEZIANO QUADRADO LISO 120 x 79,ESPELHOS,2,Loja,Area do Galpao,0,0,0
022-0057,ESPELHO VENEZIANO QUADRADO LISO 110 x 64,ESPELHOS,1,Galpao,Setor 2,0,0,0
022-0058,ESPELHO VENEZIANO QUADRADO (PEQUENO),ESPELHOS,1,Maison Blue,Maison Blue,0,0,0
022-0059,ESPELHO VENEZIANO QUADRADO TRABALHADO,ESPELHOS,1,Loja,Area da Entrada,0,0,0
022-0060,ESPELHO VENEZIANO REDONDO,ESPELHOS,3,Loja,Area do Galpao,0,0,0
022-0061,ESPELHO VENEZIANO RETANGULAR M690 120 x 55,ESPELHOS,1,Loja,Area do Galpao,0,0,0
022-0062,ESPELHO VENEZIANO RETANGULAR M684 140 x 80,ESPELHOS,1,Galpao,Setor 2,0,0,0
022-0063,ESPELHO VENEZIANO RETANGULAR (PEQUENO),ESPELHOS,1,Loja,Area do Galpao,0,0,0
022-0064,ESPELHO VENEZIANO TIPO PRANCHA,ESPELHOS,2,Galpao,Setor 4,0,0,0
022-0065,ESPELHO VENEZIANO DE MESA QUADRADO,ESPELHOS,2,Armazem 500,Armazem 500,0,0,0
022-0066,ESPELHO VENEZIANO DE MESA OVAL,ESPELHOS,1,Armazem 500,Armazem 500,0,0,0
022-0067,ESPELHO VENEZIANO PRETO,ESPELHOS,1,Loja,Area da Entrada,0,0,0
022-0068,ESPELHO REDONDO COM MOLDURA MARROM,ESPELHOS,1,Loja,Area do Galpao,0,0,0
022-0069,ESPELHO QUADRADO DOURADO COM MOLDURA TRABALHADA,ESPELHOS,1,Loja,Area da Entrada,0,0,0
022-0070,ESPELHO DOURADO COM BORDA FLORIDA DO APARADOR,ESPELHOS,2,Loja,Area do Galpao,1,0,0
023-0001,"ESCULTURA MULHER COM VASO BRONZE (PEQUENA) 0,65 CM",ESTÁTUAS,2,Galpao,Setor 4,0,0,0
023-0002,"ESCULTURA MULHER COM VASO BRONZE (GRANDE) 0,90 CM",ESTÁTUAS,2,Loja,Area do Galpao,0,0,0
023-0003,ESCULTURA SICILIA,ESTÁTUAS,12,Loja,Area do Galpao,0,0,0
023-0004,ESTÁTUA TOUREIRO,ESTÁTUAS,1,Loja,Area do Galpao,0,0,0
023-0005,ESTATUETAS OSCAR (GRANDE),ESTÁTUAS,2,Loja,Area da Entrada,1,0,0
023-0006,BUSTO DEUS GREGO,ESTÁTUAS,1,Loja,Area do Galpao,1,0,0
024-0001,BICICLETA FLOREIRA,FLOREIRAS,1,Galpao,Setor 4,0,0,0
024-0002,BICICLETA PROVENÇAL DE FERRO,FLOREIRAS,1,Loja,Area da Entrada,1,0,0
024-0003,FLOREIRA ANTIGA DE REZINA DOURADO,FLOREIRAS,1,Galpao,Setor 2,0,0,0
024-0004,FLOREIRA DE MADEIRA (PEQUENA MINI),FLOREIRAS,2,Galpao,Setor 3,0,1,0
024-0005,FLOREIRA DE MADEIRA (PEQUENA),FLOREIRAS,2,Loja,Area da Entrada,0,0,0
024-0006,FLOREIRA DECORATIVA BICICLETA,FLOREIRAS,2,Loja,Area da Entrada,0,0,0
024-0007,FLOREIRA DECORATIVA CARRO 3 RODAS C280 BRANCA,FLOREIRAS,10,Loja,Area do Galpao,0,0,0
024-0008,FLOREIRA DECORATIVA CARRO 4 RODAS C285 BRANCA,FLOREIRAS,10,Galpao,Setor 1,0,0,0
024-0009,FLOREIRA DECORATIVA CARRO DE MÃO C293 BRANCA,FLOREIRAS,11,Galpao,Setor 3,0,0,0
024-0010,FLOREIRA DECORATIVA FLOR BANCO DA PRAÇA,FLOREIRAS,4,Galpao,Setor 3,1,0,0
024-0011,FLOREIRA EM METAL FLORES VERDE (GRANDE),FLOREIRAS,12,Loja,Area da Entrada,0,0,0
024-0012,FLOREIRA EM METAL FLORES VERDE (PEQUENA),FLOREIRAS,10,Maison Blue,Maison Blue,0,0,0
